cod_centro;tipo;cod_estado;cod_municipio;cod_parroquia;nombre_centro;direccion_centro;centro_nuevo
14992;1;6;3;3;ESCUELA FE Y ALEGRIA LA INMACULADA;BARRIO: BRISAS DEL ORINOCO. FRENTE CALLE FE Y ALEGRIA. IZQUIERDA AVENIDA URDANETA. DERECHA CALLE FE Y ALEGRIA. REFERENCIA BARRIO BRISAS DEL ORINOCO CIUDAD BOLIVAR;60303018
15120;1;6;3;3;ESCUELA CONCENTRADA ESTADAL GENERAL ANTONIO GUZMAN BLANCO 100-35;BARRIO: LAS CAMPINAS. FRENTE CALLE SAN SIMON. IZQUIERDA CALLE LOS ACEITES. DERECHA CALLE LAS CAMPINAS. REFERENCIA BARRIO SAN SIMON LAS CAMPIÑAS CIUDAD BOLIVAR;60303019
15121;1;6;3;3;ESCUELA ESTADAL NUESTRA SEÑORA DE COROMOTO;SECTOR: VUELTA DEL CACHO. FRENTE CALLE PRINCIPAL. IZQUIERDA CALLE LA GRANJA. DERECHA CALLE CARDOSO. REFERENCIA IGLESIA LA COROMOTO CALLE PRINCIPAL LA SABANITA CIUDAD BOLIVAR;60303020
15122;4;6;3;3;UNIDAD EDUCATIVA BOLIVARIANA BICENTENARIO;CALLE PRINCIPAL DEL SECTOR ALTA VISTA, BARRIO EL MIRADOR;60303028
15123;4;6;3;3;UNIDAD EDUCATIVA ESTADAL JESUS SOTO;SECTOR II DEL BARRIO LIBERTADOR CIUDAD BOLIVAR;60303029
15124;1;6;3;3;INSTITUTO DE EDUCACION ESPECIAL SABANITA;SECTOR: EL ESTADIO LA SABANITA. FRENTE AVENIDA ESPANA. IZQUIERDA CALLEJÓN EL MANGAL. DERECHA CALLE CUBA. REFERENCIA CALLE CUBA, DETRÁS DEL ESTADIUM;60303030
15125;1;6;3;3;UNIDAD EDUCATIVA ESTADAL DIVINA MISERICORDIA;BARRIO: LA LUCHA. FRENTE CALLE PRINCIPAL. IZQUIERDA CALLE CARACOL. DERECHA CALLE COLON. REFERENCIA MODULO DE SALUD LLANO ALTO;60303031
15126;1;6;3;3;CENTRO DE  EDUCACION INICIAL  BOLIVARIANO PEDRO RAFAEL BUCARITO;SECTOR: LAS PIEDRITAS 4. FRENTE CALLE COLON. IZQUIERDA CALLEJÓN CASAS. DERECHA PROLONGACIÓN LICEO JOSE LUIS AFANADOR. REFERENCIA AL LADO DEL LICEO JOSE LUIS AFANADOR;60303032
15127;1;6;3;3;UNIDAD EDUCATIVA MUNICIPAL DOCTOR JOSE MANUEL AGOSTO MENDEZ;URBANIZACIÓN AGOSTO MENDEZ DERECHA CALLE CASA. IZQUIERDA CALLE PRINCIPAL. FRENTE CALLE AGOSTO MENDEZ VIA PUENTE, URBANIZACION AGOSTO MENDEZ CASA;60303033
15128;1;6;3;3;UNIDAD EDUCATIVA ESTADAL BOLIVARIANA  PROFESOR  JUAN BAUTISTA GONZALEZ;BARRIO LAS CAMPIÑAS DERECHA CALLE CALLE CIEGA. IZQUIERDA CALLE PRINCIPAL. FRENTE CALLE LAS CAMPIÑAS DIAGONAL A LA PLAZA LAS CAMPIÑAS CASA;60303034
15129;1;6;3;3;UNIDAD EDUCATIVA ESTADAL INTEGRAL LAS MARGARITA;SECTOR LAS CAMPIÑAS BARRIO BLANQUITA DE PEREZ DERECHA CALLE CASA. IZQUIERDA CALLE PRINCIPAL. FRENTE CALLE PUERTO CABELLO A 50 METROS DE LA CASA COMUNAL CASA;60303035
15131;1;6;3;3;UNIDAD EDUCATIVA BOLIVARIANA BICENTENARIO;BARRIO EL MIRADOR DERECHA CALLE BOLIVAR. IZQUIERDA CALLE ALTA VISTA. FRENTE CALLE PRINCIPAL CERCA DE LA LICORERIA EL MIRADOR CASA;60303036
15132;1;6;3;3;ESCUELA BASICA MUNICIPAL BETANIA;SECTOR LAS SABANITA DERECHA CALLE PRINCIPAL. IZQUIERDA CALLE LOS CARIBES. FRENTE CALLE LOS JARDINES A 20 METROS DE CANTV CASA;60303037
15133;1;6;3;3;CENTRO EDUCACION INICIAL JOSE MANUEL SISO MARTINEZ;URBANIZACIÓN ACEITICOS II DERECHA CALLE CASA. IZQUIERDA CALLE CASA. FRENTE CALLE PRINCIPAL A 50 METROS DEL MODULO ASISTENCIAL ACEITICOS I CASA;60303038
15134;1;6;3;3;CENTRO EDUCACION INICIAL  BUEN PASTOR;BARRIO 12 DE OCTUBRE DERECHA CALLE SAN JUAN. IZQUIERDA CALLE PRINCIPAL. FRENTE CALLE 12 DE OCTUBRE CERCA DE LA ESCUELA MERCEDES VARGAS CASA;60303039
15135;4;6;3;3;CENTRO DE EDUCACION INICIAL  ROSA CATALINA SILVA BOLIVAR;SECTOR LA SABANITA DERECHA CALLE LOS CARIBES. IZQUIERDA CALLE COLON. FRENTE CALLE LOS JARDINES A 50 METROS DE LA CANTV CASA;60303040
15136;1;6;3;3;UNIDAD EDUCATIVA ESTADAL BOLIVARIANA JESUS SOTO;BARRIO LIBERTADOR DERECHA CALLE LUCILA PALACIO. IZQUIERDA CALLE JESUS. FRENTE CALLE JESUS SOTO CERCA DE LA IGLASIA CRISTIANA LUZ DEL MUNDO CASA;60303041
15137;1;6;3;3;ESCUELA BASICA DON BRIGIDO NATERA RICCI;BARRIO BRISA DEL ESTE I FRENTE CALLE PRINCIPAL. DERECHA CARRERA 4. IZQUIERDA CARRERA 3 ESCUELA LA TRINIDA CASA;60303042
15138;1;6;3;3;CENTRO EDUCACION INICIAL  PASTORA DE REQUEZ;SECTOR LA SABANITA DERECHA CALLE LOS ANDES. IZQUIERDA CALLE CASA. FRENTE CALLE ARAGUA AL LADO FETRABOLIVAR CASA;60303043
15139;1;6;3;3;UNIDAD EDUCATIVA BOLIVARIANA  BRISAS DEL ESTE I;BARRIO BRISAS DEL ESTE I DERECHA CALLE PRINCIPAL. FRENTE CALLE CARRERA 2. IZQUIERDA CARRERA 5 CERCA DE LA IGLESIA REOBOT CASA;60303044
15158;1;6;3;3;CENTRO EDUCACION INICIAL LA SAPOARITA;BARRIO BRISA DEL ORINOCO FRENTE AVENIDA URDANETA. DERECHA CALLE FE Y ALEGRIA. IZQUIERDA CALLE CASA AL LADO DEL COLEGIO LA INMACULADA FE Y ALEGRIA CASA;60303045
18370;1;7;6;2;ESCUELA NACIONAL URAMA;CASERÍO: EL SALADO. FRENTE CALLE PRINCIPAL. REFERENCIA FRENTE A LA CHURUATA;70602005
15159;1;6;3;3;UNIDAD EDUCATIVA ESTADAL BRISAS DEL ESTE II;BARRIO BRISAS DEL ESTE II DERECHA CALLE DEFENSORIA DEL NINO. IZQUIERDA CALLE APURE. FRENTE CALLE PRINCIPAL AL LADO DE LA DEFENSORIA DEL NIÑO CASA;60303046
15161;1;6;3;3;ESCUELA TECNICA LUIS MARIA OLASO FE Y ALEGRIA;BARRIO BRISAS DEL ORINOCO DERECHA CALLE PRINCIPAL. IZQUIERDA CALLE APURE. FRENTE CALLE SANTA TEREZA A UNA CUADRA DE LA ENTRADA ALAS BEATRICES EDIFICIO;60303047
15162;1;6;3;3;UNIDAD EDUCATIVA MUNICIPAL ESTADO NUEVA ESPARTA;BARRIO EL ALGARROBO DERECHA CALLE CASA. IZQUIERDA CALLE CASA. FRENTE CALLE PRINCIPAL POR DETRAS DE LA LICORERIA CASA;60303048
15163;1;6;3;3;UNIDAD EDUCATIVA COLEGIO DIVINO NIÑO JESUS;SECTOR LA SABANITA FRENTE AVENIDA ESPANA. DERECHA CALLE CASA. IZQUIERDA CALLE PRINCIPAL EL MERCADO EL CORITO EDIFICIO;60303049
15164;1;6;3;3;UNIDAD EDUCATIVA COLEGIO PRIVADO SION II;SECTOR LA SABANITA DERECHA AVENIDA ESPANA. IZQUIERDA CALLE PRINCIPAL. FRENTE CALLE SAN FELIX CERCA DE LA BLOQUERIA SAN PEDRO CASA;60303050
15165;1;6;3;3;UNIDAD EDUCATIVA JESUS SOTO;SECTOR LA SABANITA DERECHA CALLE PRINCIPAL. IZQUIERDA CALLE COLON. FRENTE CALLE LAS FLORES AL LADO DE LA IGLESIA GILGA CASA;60303051
98141;1;98;22;2;PUESTO SANTA CRUZ DE ATABAPO;PUESTO SANTA CRUZ DE ATABAPO (ZODI AMAZONAS) (MUN. ATABAPO);982202003
15166;1;6;3;3;UNIDAD EDUCATIVA COLEGIO PRIVADO INTEGRAL BOLIVAR;SECTOR LOS ALGARROBO DERECHA CALLE PRINCIPAL. IZQUIERDA CALLE CASA. FRENTE CALLE LAS FLORES VIA EL PERU EDIFICIO;60303052
15167;1;6;3;3;UNIDAD EDUCATIVA COLEGIO PRIVADO LA OCTAVA ESTRELLA;SECTOR LA SABANITA DERECHA CALLE PRINCIPAL. IZQUIERDA CALLE CASA. FRENTE CALLE LOS CARIBES AL LADO DE LA PLAZA EL ACEITE EDIFICIO;60303053
15168;1;6;3;3;UNIDAD EDUCATIVA COLEGIO PRIVADO MORAL Y LUCES;SECTOR LA SABANITA DERECHA CALLE LOS CARIBES. IZQUIERDA CALLE COLON. FRENTE CALLE BRASIL LIBRERIA LA SABANITA CASA;60303054
14136;1;6;3;4;INSTITUTO DE COOPERACION NACIONAL EDUCATIVA;SECTOR: LAPARAGUA. FRENTE CALLE PRINCIPAL. IZQUIERDA AVENIDA LIBERTADOR. DERECHA CALLE PRINCIPAL. REFERENCIA C.D.I LA PARAGUA;60304001
14174;1;6;3;4;JARDIN DE INFANCIA VISTA HERMOSA;URBANIZACIÓN: VISTA HERMOSA. FRENTE CALLE PRINCIPAL. IZQUIERDA CALLE ESTACIONAMIENTO TRASERO DE INAVI. DERECHA BULEVAR BARUTA. REFERENCIA URBANIZACION VISTA HERMOSA FRENTE A LOS BLOQUES;60304023
14175;1;6;3;4;DISTRITO ESCOLAR NUMERO 5;URBANIZACIÓN: VISTA HERMOSA. FRENTE CALLE CIRCUMBALACION. IZQUIERDA CALLE 10. REFERENCIA CARCEL CIUDAD BOLIVAR;60304024
14176;4;6;3;4;UNIDAD EDUCATIVA NACIONAL PROFESOR JOSE FRANCISCO MIRANDA;URBANIZACION VIRGEN DEL VALLE CIUDAD BOLIVAR;60304025
14177;4;6;3;4;CENTRO DE EDUCACION INICIAL ESPECIAL NUMERO 100;CALLE INDEPENDENCIA URBANIZACION VIRGEN DEL VALLE CIUDAD BOLIVAR;60304026
14178;1;6;3;4;UNIDAD EDUCATIVA ESTADAL ANGOSTURITA II;BARRIO: ANGOSTURITA II. FRENTE CALLE GUACAIURO. IZQUIERDA CALLEJÓN CASAS. DERECHA CALLEJÓN CASAS. REFERENCIA DETRAS DEL MOTEL EL DORADO BARRIO ANGOSTURITA CIUDAD BOLIVAR;60304027
14179;4;6;3;4;PRE-ESCOLAR MAMA HIPOLITA V DIVISION DE INFANTERIA DE SELVA;RESIDENCIAS CARONI CALLE 1 SECTOR QUINTA DIVISION CIUDAD BOLIVAR;60304028
14181;1;6;3;4;UNIDAD EDUCATIVA NACIONAL DE FORMACION DEPORTIVA BOLIVAR;SECTOR: LA PARAGUA. FRENTE CALLE SECTOR 1. REFERENCIA URBANIZACION LA PARAGUA CIUDAD BOLIVAR;60304029
14910;1;6;3;4;ESCUELA GRADUADA NEGRO PRIMERO NUMERO 2877;BARRIO: NEGRO PRIMERO. FRENTE CALLEJÓN SAN PEDRO ALEJANDRINO. IZQUIERDA CALLE SANTA ELENA. DERECHA CALLE BERMUDEZ. REFERENCIA CALLEJON LAMBERTO BARRIO NEGRO PRIMERO;60304002
14930;1;6;3;4;ESCUELA BASICA NACIONAL AGOSTO MENDEZ;SECTOR: NEGRO PRIMERO. FRENTE CALLE VIDAL. IZQUIERDA CALLE AGOSTO MENDEZ. DERECHA AVENIDA 17 DE DICIEMBRE. REFERENCIA PANADERIA PAN CENTER;60304003
14931;1;6;3;4;ESCUELA ESTADAL JOSE LUIS ORSETTI;BARRIO: NEGRO PRIMERO. FRENTE CALLEJÓN BETHEL. IZQUIERDA CALLE CALLE. DERECHA CALLE BETHEL. REFERENCIA DETRAS DE LA PANADERIA PAN CENTER;60304004
14932;1;6;3;4;COLEGIO MARIA MONTESSORI;SECTOR: NEGRO PRIMERO. FRENTE CALLE VIDAL. IZQUIERDA AVENIDA SAN VICENTE DE PAUL. DERECHA PROLONGACIÓN CASA. REFERENCIA FRENTE AL ANFI TEATRO DE CASA ITALIA NEGRO PRIMERO;60304005
14950;1;6;3;4;ESCUELA ESTADAL ELENA ACOSTA YANEZ;BARRIO: NEGRO PRIMERO. FRENTE CALLE 22 DE MAYO. IZQUIERDA BULEVAR CASA. REFERENCIA CALLE 22 DE MAYO BARRIO NEGRO PRIMERO;60304006
15000;5;6;3;4;ESCUELA TECNICA COMERCIAL DALLA COSTA;SECTOR: CAPRENCO. FRENTE AVENIDA MARMION. IZQUIERDA CALLE SAN FRANCISCO. DERECHA AVENIDA ANDRES ELOY BLANCO. REFERENCIA FRENTE DEL CENTRO COMERCIAL MADAIRENSE;60304007
15001;1;6;3;4;JARDIN DE INFANCIA JOSEFA PASCAL;SECTOR: NEGRO PRIMERO. FRENTE CALLE BERMUDEZ. IZQUIERDA CALLEJÓN ESTACIONAMIENTO. DERECHA AVENIDA NUEVA GRANADA. REFERENCIA CALLEJON BERMUDEZ PARCEL SAN RAFAEL CIUDAD BOLIVAR;60304008
15002;1;6;3;4;ESCUELA BASICA FE Y ALEGRIA;BARRIO: LA TRINIDAD. FRENTE AVENIDA LIBERTADOR. IZQUIERDA CALLE SANTA TERESA. DERECHA BULEVAR TRINIDAD. REFERENCIA AVENIDA LA PARAGUA FRENTE AL CLUB ARABE CIUDAD BOLIVAR;60304009
15010;1;6;3;4;ESCUELA ESTADAL VIRGEN DEL VALLE;BARRIO: VIRGEN DEL VALLE. FRENTE CALLE LIBERTAD. IZQUIERDA BULEVAR PP VIRGEN DEL VALLE. REFERENCIA FRTRAS DE LA IGLESIA VIRGEN DEL VALLE;60304010
15011;4;6;3;4;MODULO DE SERVICIO ANGOSTURA;BARRIO ANGOSTURA CIUDAD BOLIVAR;60304011
15015;1;6;3;4;UNIDAD EDUCATIVA TERESA DE LA PARRA;URBANIZACIÓN PARQUES DEL SUR DERECHA CALLE CASA. IZQUIERDA CALLE CASA. FRENTE CALLE PRINCIPAL A 200 METROS DE LA ESTACION DE SERVICIOS ANGOSTURA EDIFICIO;60304012
15020;1;6;3;4;ESCUELA BASICA CARMEN LUNA LEZAMA;URBANIZACIÓN: VISTA HERMOSA. FRENTE AVENIDA PRINCIPAL DE VISTA HERMOSA. IZQUIERDA CALLE 6. DERECHA CALLE 10. REFERENCIA AVENIDA PRINCIPAL VISTA HERMOSA CIUDAD BOLIVAR;60304013
15030;1;6;3;4;ESCUELA NACIONAL BASICA VISTA HERMOSA;URBANIZACIÓN: VISTA HERMOSA. FRENTE CALLE PARAMACONI. IZQUIERDA CALLE BARUTA. DERECHA CALLE PRINCIPAL. REFERENCIA AL LADO DE OFICINA DE INAVI;60304014
15031;1;6;3;4;COLEGIO CRISTO REY;URBANIZACIÓN: VISTA HERMOSA. FRENTE AVENIDA ANGOSTURA. IZQUIERDA AVENIDA LIBERTADOR. DERECHA CARRERA #4. REFERENCIA AVENIDA ANGOSTURA CIUDAD BOLIVAR;60304015
15040;1;6;3;4;ESCUELA BASICA ISABEL SALOM;URBANIZACIÓN: SANTA FE. REFERENCIA SEXTA CARRERA SANTA FE CIUDAD BOLIVAR;60304016
15041;1;6;3;4;ESCUELA BASICA EXPERIMENTAL LA PARAGUA;URBANIZACIÓN: LA PARAGUA. FRENTE CALLE PRINCIPAL LA PARAGUA. IZQUIERDA BULEVAR IGLESIA. DERECHA BULEVAR CASA. REFERENCIA URBANIZACION LA PARAGUA CIUDAD BOLIVAR;60304017
15091;1;6;3;4;ESCUELA MUNICIPAL DOCTOR JUVENAL MONTES;BARRIO UNION DERECHA AVENIDA REPUBLICA. FRENTE CALLE RICIAL BARRIO UNION. IZQUIERDA CALLEJÓN UNION PROLONGACION PLAZA LAS BANDERAS DETRAS DE VIDRIOS REPUBLICA BARRIO UNION CIUDAD BOLIVAR CASA;60304018
15130;1;6;3;4;ESCUELA COLUMBO SILVA BOLIVAR;BARRIO HUECO LINDO FRENTE AVENIDA SAN VICENTE DE PAUL. DERECHA CALLE CASA. IZQUIERDA CALLE CASA A 100 METROS DEL COLEGIO HUYAPARI EDIFICIO;60304019
99114;1;99;71;1;SUDAFRICA;EMBAJADA DE PETRORIA - SECCION CONSULAR;997101001
16231;1;6;3;4;CARCEL NACIONAL CIUDAD BOLIVAR;URBANIZACIÓN: VISTA HERMOSA. FRENTE CALLE CARRERA 7. IZQUIERDA CALLE CALLE. DERECHA CALLE CARRERA 6. REFERENCIA TANQUE DE VISTA HERMOSA;60304020
16232;1;6;3;4;ESCUELA BASICA MANUEL PIAR;SECTOR: LA MARIQUITA. FRENTE CALLE LA MARIQUITA. IZQUIERDA CALLE CARONI. DERECHA AVENIDA ANDRES ELOY BLANCO. REFERENCIA DIAGONAL A LA PLAZA PEZ SECTOR LA MARIQUITA;60304021
16233;1;6;3;4;CICLO DIVERSIFICADO ANTONIO DIAZ;URBANIZACIÓN: VISTA HERMOSA. FRENTE AVENIDA ANDRES ELOY BLANCO. IZQUIERDA AVENIDA SAN FRANCISCO. REFERENCIA CENTRAL MADIRENCE;60304022
16234;1;6;3;4;UNIDAD EDUCATIVA NACIONAL ARMANDO REVERÒN;SECTOR: COMUNIDAD DEMOCRATICA. FRENTE CALLE SAN JOSE. IZQUIERDA AVENIDA PERIMETRAL. DERECHA CALLE LOS ANGELES. REFERENCIA BOMBA LOS LOROS;60304030
16235;1;6;3;4;ESCUELA BASICA BOLIVARIANA ANGOSTURA;BARRIO: AGOSTURA. FRENTE CALLE RUIZ PINEDA. IZQUIERDA CALLE MIRANDA. DERECHA CALLE SAN RAMON. REFERENCIA ENTRE EL MODULO ASISTECIAL TIPO 1 Y EL BARRIO ADENTRO;60304031
15740;1;6;4;2;ESCUELA NACIONAL CONCENTRADA 265;SECTOR: EL TRICAL. FRENTE CALLE PRINCIIPAL. IZQUIERDA CALLE LAS PALOMERAS. DERECHA CALLE EL TRINCAL. REFERENCIA IGLESIA LOS PASTORES;60402007
16236;1;6;3;4;UNIDAD EDUCATIVA NACIONAL PROFESOR JOSE FRANCISCO MIRANDA;BARRIO: ANGOSTURA. FRENTE CALLE INDEPENDENCIA. IZQUIERDA CALLE LOS PINOS. DERECHA BULEVAR ANACOCO. REFERENCIA DETRÁS DE LA IGLESIA VIRGEN DEL VALLE;60304032
14053;1;6;3;5;ESCUELA TECNICA DE SALUD FRANCISCO VITANZA;BARRIO: SECTOR MARHUANTA. FRENTE CALLE VITANZA. IZQUIERDA AVENIDA PASEO SIMON BOLIVR. DERECHA CALLE PRINCIPAL. REFERENCIA CASERIO CASANOVA, KILOMETRO  8 VIA CIUDAD BOLIVAR A PUERTO ORDAZ;60305001
14054;4;6;3;5;JARDIN DE INFANCIA BOLIVARIANO LIBERTADOR;CALLE ORINOCO BARRIO VENEZUELA AL LADO DE LA ESCUELA BASICA VENEZUELA;60305008
14055;1;6;3;5;ESCUELA INTEGRAL BOLIVARIANA SAMUEL ROBINSON;URBANIZACIÓN: LAS CASITAS. FRENTE CALLE PRINCIPAL. IZQUIERDA CALLE 5. DERECHA CALLE 4. REFERENCIA CALLE PRINCIPAL URBANIZACION MARHUANTA PRIMERA ETAPA;60305009
14058;1;6;3;5;ESCUELA INTEGRAL BOLIVARIANA MONSEÑOR CESAR ORTEGA HERRERA;BARRIO: MARHUANTA. FRENTE CALLE MONSENOR CESAR ORTEGA. IZQUIERDA CALLE LA DAGUITA. DERECHA CALLE LA CANTERA. REFERENCIA CALLE PRINCIPAL BARRIO MARHUANTA NORTE CIUDAD BOLIVAR PANASDERIA GRAN PARADA;60305010
14062;1;6;3;5;UNIDAD EDUCATIVA MUNICIPAL DOCTOR LUIS PASARELLA;BARRIO: MAIPURE. FRENTE CALLE MONAGAS. IZQUIERDA CALLE PRINCIPAL. DERECHA CALLE BOLIVAR. REFERENCIA CALLE PRINCIPAL LOS CAOBOS BARRIO MAIPURE I CIUDAD BOLIVAR;60305011
15141;1;6;3;5;ESCUELA CONCENTRADA MENCA DE LEONI;BARRIO: TOMAS DE HERES. FRENTE CALLE SILOS. IZQUIERDA CALLE PAEZ. REFERENCIA FRENTE A LOS SILOS;60305002
15142;1;6;3;5;ESCUELA BASICA VENEZUELA;BARRIO: VENEZUELA. FRENTE CALLE ORINOCO. REFERENCIA DETRAS DEL MOTEL TREBOL;60305003
15144;1;6;3;5;UNIDAD EDUCATIVA BOLIVARIANA 24 DE JULIO;SECTOR: MARHUANTA. FRENTE CALLE LAS MERCEDES. IZQUIERDA CARRETERA VIA PUERTO ORDAZ. DERECHA AVENIDA PERIMETRAL. REFERENCIA CALLE PRINCIPAL SECTOR 24 DE JULIO;60305004
15180;1;6;3;5;ESCUELA BASICA BACHILLER FELIPE HERNANDEZ;BARRIO: MARHUANTA. FRENTE CALLE CARUTAL. IZQUIERDA AVENIDA SIMON BOLIVAR. DERECHA CALLE CARLOS ANDRES PEREZ. REFERENCIA CASERIO CASANOVA CIUDAD BOLIVAR;60305005
15181;1;6;3;5;UNIDAD EDUCATIVA NACIONAL PROFESOR CARMELO CASTILLO;BARRIO: MARHUANTA. FRENTE CALLE MONAGAS. IZQUIERDA CALLEJÓN MONAGAS. DERECHA CALLE LAS TRES MARIAS. REFERENCIA CASERIO MAIPURE;60305006
15182;1;6;3;5;ESCUELA BASICA MAIPURE II;BARRIO: MAIPURE II SUR. FRENTE CALLE 5 DE JULIO. DERECHA CALLE SUCRE. REFERENCIA CHUPULUN;60305007
15183;1;6;3;5;UNIDAD EDUCATIVA SECTOR MAHRUANTA SUR;SECTOR: MARHUANTA. FRENTE CALLE GRANZONAL. IZQUIERDA CALLEJÓN SANTA CRUZ. DERECHA CALLE BRASIL. REFERENCIA CALLE GRANZONAR BODEGA CASABLANCA;60305012
15184;1;6;3;5;UNIDAD EDUCATIVA NACIONAL SAN VALENTIN;BARRIO SAN VALENTIN DERECHA CALLE LAS FLORES. IZQUIERDA CALLE FELIPE CAMEJO. FRENTE CALLE FUERZAS ARMADAS TRANSITO TERRESTRE CASA;60305019
15185;1;6;3;5;CENTRO DE EDUCACION INICIAL SIMONCITO ALTOS DE CAYAURIMA;URBANIZACIÓN ALTOS DE CAYAURIMA DERECHA CALLE CASA. IZQUIERDA CALLE CANAVALLERA. FRENTE CALLE PRINCIPAL FRENTE A LA PLAZA CASA;60305020
15186;1;6;3;5;UNIDAD EDUCATIVA BOLIVARIANA  CASANOVA SUR I NUCLEO ESCOLAR RURAL 308;BARRIO CASANOVA SUR I DERECHA CALLE CASANOVA SUR. IZQUIERDA CALLE CASA. FRENTE CALLE LAS MERCEDES DIAGONAL  LAS CASAS DE HABITACION DE LA POLICIA REGIONAL CASA;60305021
15187;1;6;3;5;UNIDAD EDUCATIVA BOLIVARIANA  JOSE GIL FORTOUL NUCLEO ESCOLAR RURAL -308;BARRIO NUEVO HORIZONTE DERECHA CALLE ANGOSTURA. IZQUIERDA CALLE SAN MIGUEL. FRENTE CALLE CAYAURIMA ANTES DE MAKRO CASA;60305022
15188;1;6;3;5;UNIDAD EDUCATIVA NACIONAL LAS GARZAS NUCLEO ESCOLAR RURAL 308;BARRIO LAS GARZAS DERECHA CALLE LAS GOLONDRINAS. IZQUIERDA CALLE LAS GARZITAS. FRENTE CALLE PRINCIPAL AL FINAL DE LOS SILOS CASA;60305023
14137;4;6;3;6;PREESCOLAR RAYO DE LUZ;CENTRO MULTIETNICO LA CHURUATA,SECTOR CARLOS MANUEL PIAR;60306001
14138;4;6;3;6;ESCUELA INTEGRAL BOLIVARINA LOS CARIBES.;CALLE PRINCIPAL,SECTOR LOS CARIBES,VIA GRADOCA;60306002
14182;1;6;3;6;UNIDAD EDUCATIVA COLEGIO SAN PABLO;BARRIO: BRISAS DEL SUR II CALLE SAN PABLO. FRENTE CALLE SAN PABLO. REFERENCIA BARRIO BRISAS DEL SUR II FRENTE A LA IGLESIA SAN PABLO CIUDAD BOLIVAR;60306011
14183;1;6;3;6;UNIDAD EDUCATIVA SANTA ROSA DE LIMA FE Y ALEGRIA;BARRIO: BRISAS DEL I. FRENTE CALLE LOS CARIBES. IZQUIERDA CALLE MALVINAS. REFERENCIA BARRIO BRISAS DEL SUR I CALLE LOS CARIBES CRUCE CON CALLE LAS MALVINAS CIUDAD BOLIVAR;60306012
14973;1;6;3;6;ESCUELA BASICA CONCENTRADA MANUEL PIAR EL DORADO;BARRIO: GUARICONGO. FRENTE CALLE FUERZAS ARMADAS. REFERENCIA BARRIO GUARICONGO CERCA DE LA IGLESIA BUEN PASTOR;60306003
14975;1;6;3;6;ESCUELA BASICA NACIONAL MARIA ZULIA DE MORALES;BARRIO: BRISAS DEL SUR II. FRENTE CALLE LA LINEA. IZQUIERDA CALLE CARIBE. REFERENCIA BARRIO BRISAS DEL SUR SECTOR 2 CIUDAD BOLIVAR;60306004
15012;1;6;3;6;ESCUELA BASICA JOSE ANTONIO PAEZ;SECTOR: JOSE ANTONIO PAEZ. FRENTE CALLE ARAGUA. IZQUIERDA CALLE PAEZ. REFERENCIA FINAL CALLE ARAGUA BARRIO JOSE ANTONIO PAEZ;60306005
15013;1;6;3;6;ESCUELA BASICA ESTADAL MANUEL CARLOS PIAR;BARRIO: NUEVA GUAYANA. FRENTE CALLE PRINCIPAL. IZQUIERDA CALLE SAN FELIX. DERECHA CALLE GUAYANA. REFERENCIA BARRIO NUEVA GUAYANA, CIUDAD BOLIVAR;60306006
15014;1;6;3;6;UNIDAD EDUCATIVA BOLIVARIANA RURAL 19 DE ABRIL;CASERÍO ASENTAMIENTO CAMPESINO 19 DE ABRIL DERECHA CALLE SAN FRANCISCO. IZQUIERDA CALLE SOLUCION. FRENTE CALLE PRINCIPAL ASENTAMIENTO CAMPESINO 19 DE ABRIL KILOMETRO 7 AUTIPISTA CIUDAD BOLIVAR PUERTO ORDAZ, ENTRANDO POR LA TOMA DE AGUA CASA;60306007
15150;1;6;3;6;ESCUELA ANTONIO JOSE DE SUCRE;CASERÍO ANTONIO JOSE DE SUCRE DERECHA CALLE SAN VICENTE. IZQUIERDA CALLE CRISANTO MATA COVA. FRENTE CALLE 5 DE JULIO CERCA DE LA ESTACION DE SERVICIO DE GASOLINA LOS LOROS Y DE L PLAZA ANTONIO JOSE DE SUCRE CASA;60306008
15160;1;6;3;6;UNIDAD EDUCATIVA ELEAZAR LOPEZ CONTRERAS;SECTOR: LOS CARIBES. FRENTE CALLE CHUPADERO. IZQUIERDA SENDERO CASAS. DERECHA SENDERO CASAS. REFERENCIA BARRIO LOS CARIBES BAJANDO POR GUARICONGO CIUDAD BOLIVAR;60306009
15190;1;6;3;6;ESCUELA NACIONAL UNITARIA SIN NUMERO;BARRIO: RINCONOTE CASERIO OROCOPICHE. FRENTE CALLE PRINCIPAL RINCONOTE. IZQUIERDA SENDERO CASAS. DERECHA SENDERO CASAS. REFERENCIA CASERIO OROCOPICHE DESPUES DE LA ALCABALA CIUDAD BOLIVAR;60306010
15191;1;6;3;6;PRE- ESCOLAR RAYITO DE LUZ;CASERÍO: JOSE ANTONIO PAEZ. FRENTE CARRETERA NACIONAL. IZQUIERDA AVENIDA LACHURUATA. DERECHA CALLE GUARICONGO. REFERENCIA CARRETERA VIA CIUDAD PIAR LA CHURUATA;60306013
15192;1;6;3;6;ESCUELA INTEGRAL BOLIVARIANA LOS CARIBES;SECTOR: LOS CARIBES. FRENTE CALLE PRINCIPAL. IZQUIERDA CALLE LOS CARIBES. DERECHA CALLE CUBA. REFERENCIA CALLE PRINCIPAL, VIA GRADOCA;60306014
